,SORTING,EVENTTIME,ACTIVITY_EN,Automation,Customer_Location,Costs,Customer Satisfaction,Cost Factor,Weekday,Daytime,Distribution Channel,Customer Location,Customer Type
184,29,03/05/2018 19:02,Payment customer,B,Munich District Three,2.0,3.0,Delivery Scooters ,Sunday,13.0,TownExpress Inc. ,Munich District One,Teenager
185,29,03/05/2018 19:02,Payment customer,B,Munich District Three,10.0,0.0,Delivery Guy 2,Friday,12.0,Deliver Now Holding,Munich District Three,Student
186,29,03/05/2018 19:02,Payment customer,B,Munich District Three,8.0,0.0,Ingredients,Sunday,18.0,Orderly SE,Munich District One,Senior
187,29,03/05/2018 19:02,Payment customer,B,Munich District Three,5.0,1.0,Phone Bill,Wednesday,19.0,Feedera SE,Munich District Three,Teenager
188,30,12/02/2018 22:52,Order at the counter (shop),A,Munich District Four,7.0,1.0,Chef 1,Sunday,20.0,BestOrder Inc.,Munich District Four,Student
189,30,12/02/2018 22:52,Order at the counter (shop),A,Munich District Four,13.0,5.0,Waiter,Sunday,12.0,BestOrder Inc.,Munich District Three,Student
190,30,12/02/2018 22:52,Order at the counter (shop),A,Munich District Four,8.0,1.0,Chef 1,Sunday,14.0,Deliveruu Inc.,Munich District One,Student
191,30,12/02/2018 22:52,Order at the counter (shop),A,Munich District Four,1.0,3.0,Chef 2,Friday,18.0,Deliver Now Holding,Munich District One,Adult
192,30,12/02/2018 22:52,Order at the counter (shop),A,Munich District Four,47.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District Three,Student
193,30,12/02/2018 22:52,Order at the counter (shop),A,Munich District Four,2.0,4.0,Waiter,Sunday,21.0,Deliver Now Holding,Munich District One,Student
194,30,12/02/2018 22:52,Order at the counter (shop),A,Munich District Four,39.0,2.0,Phone Bill,Saturday,18.0,Feedera SE,Munich District Two,Student
195,30,12/02/2018 22:52,Order at the counter (shop),A,Munich District Four,5.0,0.0,Chef 2,Thursday,19.0,Orderly SE,Munich District One,Student
196,30,12/02/2018 22:52,Order at the counter (shop),A,Munich District Four,7.0,3.0,Delivery Guy 2,Sunday,18.0,BestOrder Inc.,Munich District One,Student
197,31,12/02/2018 22:53,Start preparing pizza,A,Munich District Four,7.0,1.0,Chef 1,Sunday,20.0,BestOrder Inc.,Munich District Four,Student
198,31,12/02/2018 22:53,Start preparing pizza,A,Munich District Four,13.0,5.0,Waiter,Sunday,12.0,BestOrder Inc.,Munich District Three,Student
199,31,12/02/2018 22:53,Start preparing pizza,A,Munich District Four,8.0,1.0,Chef 1,Sunday,14.0,Deliveruu Inc.,Munich District One,Student
200,31,12/02/2018 22:53,Start preparing pizza,A,Munich District Four,1.0,3.0,Chef 2,Friday,18.0,Deliver Now Holding,Munich District One,Adult
201,31,12/02/2018 22:53,Start preparing pizza,A,Munich District Four,47.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District Three,Student
202,31,12/02/2018 22:53,Start preparing pizza,A,Munich District Four,2.0,4.0,Waiter,Sunday,21.0,Deliver Now Holding,Munich District One,Student
203,31,12/02/2018 22:53,Start preparing pizza,A,Munich District Four,39.0,2.0,Phone Bill,Saturday,18.0,Feedera SE,Munich District Two,Student
204,31,12/02/2018 22:53,Start preparing pizza,A,Munich District Four,5.0,0.0,Chef 2,Thursday,19.0,Orderly SE,Munich District One,Student
205,31,12/02/2018 22:53,Start preparing pizza,A,Munich District Four,7.0,3.0,Delivery Guy 2,Sunday,18.0,BestOrder Inc.,Munich District One,Student
206,32,12/02/2018 22:54,Start baking pizza,A,Munich District Four,7.0,1.0,Chef 1,Sunday,20.0,BestOrder Inc.,Munich District Four,Student
207,32,12/02/2018 22:54,Start baking pizza,A,Munich District Four,13.0,5.0,Waiter,Sunday,12.0,BestOrder Inc.,Munich District Three,Student
208,32,12/02/2018 22:54,Start baking pizza,A,Munich District Four,8.0,1.0,Chef 1,Sunday,14.0,Deliveruu Inc.,Munich District One,Student
209,32,12/02/2018 22:54,Start baking pizza,A,Munich District Four,1.0,3.0,Chef 2,Friday,18.0,Deliver Now Holding,Munich District One,Adult
210,32,12/02/2018 22:54,Start baking pizza,A,Munich District Four,47.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District Three,Student
211,32,12/02/2018 22:54,Start baking pizza,A,Munich District Four,2.0,4.0,Waiter,Sunday,21.0,Deliver Now Holding,Munich District One,Student
212,32,12/02/2018 22:54,Start baking pizza,A,Munich District Four,39.0,2.0,Phone Bill,Saturday,18.0,Feedera SE,Munich District Two,Student
213,32,12/02/2018 22:54,Start baking pizza,A,Munich District Four,5.0,0.0,Chef 2,Thursday,19.0,Orderly SE,Munich District One,Student
214,32,12/02/2018 22:54,Start baking pizza,A,Munich District Four,7.0,3.0,Delivery Guy 2,Sunday,18.0,BestOrder Inc.,Munich District One,Student
215,33,12/02/2018 23:02,Baking pizza ready,B,Munich District Four,7.0,1.0,Chef 1,Sunday,20.0,BestOrder Inc.,Munich District Four,Student
216,33,12/02/2018 23:02,Baking pizza ready,B,Munich District Four,13.0,5.0,Waiter,Sunday,12.0,BestOrder Inc.,Munich District Three,Student
217,33,12/02/2018 23:02,Baking pizza ready,B,Munich District Four,8.0,1.0,Chef 1,Sunday,14.0,Deliveruu Inc.,Munich District One,Student
218,33,12/02/2018 23:02,Baking pizza ready,B,Munich District Four,1.0,3.0,Chef 2,Friday,18.0,Deliver Now Holding,Munich District One,Adult
219,33,12/02/2018 23:02,Baking pizza ready,B,Munich District Four,47.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District Three,Student
220,33,12/02/2018 23:02,Baking pizza ready,B,Munich District Four,2.0,4.0,Waiter,Sunday,21.0,Deliver Now Holding,Munich District One,Student
221,33,12/02/2018 23:02,Baking pizza ready,B,Munich District Four,39.0,2.0,Phone Bill,Saturday,18.0,Feedera SE,Munich District Two,Student
222,33,12/02/2018 23:02,Baking pizza ready,B,Munich District Four,5.0,0.0,Chef 2,Thursday,19.0,Orderly SE,Munich District One,Student
223,33,12/02/2018 23:02,Baking pizza ready,B,Munich District Four,7.0,3.0,Delivery Guy 2,Sunday,18.0,BestOrder Inc.,Munich District One,Student
224,34,12/02/2018 23:03,Payment customer,B,Munich District Four,7.0,1.0,Chef 1,Sunday,20.0,BestOrder Inc.,Munich District Four,Student
225,34,12/02/2018 23:03,Payment customer,B,Munich District Four,13.0,5.0,Waiter,Sunday,12.0,BestOrder Inc.,Munich District Three,Student
226,34,12/02/2018 23:03,Payment customer,B,Munich District Four,8.0,1.0,Chef 1,Sunday,14.0,Deliveruu Inc.,Munich District One,Student
227,34,12/02/2018 23:03,Payment customer,B,Munich District Four,1.0,3.0,Chef 2,Friday,18.0,Deliver Now Holding,Munich District One,Adult
228,34,12/02/2018 23:03,Payment customer,B,Munich District Four,47.0,0.0,Waiter,Saturday,13.0,BestOrder Inc.,Munich District Three,Student
229,34,12/02/2018 23:03,Payment customer,B,Munich District Four,2.0,4.0,Waiter,Sunday,21.0,Deliver Now Holding,Munich District One,Student
230,34,12/02/2018 23:03,Payment customer,B,Munich District Four,39.0,2.0,Phone Bill,Saturday,18.0,Feedera SE,Munich District Two,Student
231,34,12/02/2018 23:03,Payment customer,B,Munich District Four,5.0,0.0,Chef 2,Thursday,19.0,Orderly SE,Munich District One,Student
232,34,12/02/2018 23:03,Payment customer,B,Munich District Four,7.0,3.0,Delivery Guy 2,Sunday,18.0,BestOrder Inc.,Munich District One,Student
233,35,06/02/2018 23:08,Start order website,A,Munich District Five,2.0,1.0,Ingredients,Sunday,21.0,Deliver Now Holding,Munich District Five,Adult
234,35,06/02/2018 23:08,Start order website,A,Munich District Five,16.0,1.0,Phone Bill,Saturday,12.0,Feedera SE,Munich District Two,Teenager
235,35,06/02/2018 23:08,Start order website,A,Munich District Five,12.0,2.0,Ingredients,Friday,13.0,Orderly SE,Munich District Five,Teenager
236,35,06/02/2018 23:08,Start order website,A,Munich District Five,15.0,3.0,Waiter,Friday,14.0,Feedera SE,Munich District Three,Student
237,35,06/02/2018 23:08,Start order website,A,Munich District Five,9.0,5.0,Distribution channel fees,Friday,14.0,BestOrder Inc.,Munich District Four,Student
238,35,06/02/2018 23:08,Start order website,A,Munich District Five,11.0,0.0,Ingredients,Friday,13.0,Deliver Now Holding,Munich District Three,Teenager
239,36,06/02/2018 23:16,Approve order website,A,Munich District Five,2.0,1.0,Ingredients,Sunday,21.0,Deliver Now Holding,Munich District Five,Adult
240,36,06/02/2018 23:16,Approve order website,A,Munich District Five,16.0,1.0,Phone Bill,Saturday,12.0,Feedera SE,Munich District Two,Teenager
241,36,06/02/2018 23:16,Approve order website,A,Munich District Five,12.0,2.0,Ingredients,Friday,13.0,Orderly SE,Munich District Five,Teenager
242,36,06/02/2018 23:16,Approve order website,A,Munich District Five,15.0,3.0,Waiter,Friday,14.0,Feedera SE,Munich District Three,Student
243,36,06/02/2018 23:16,Approve order website,A,Munich District Five,9.0,5.0,Distribution channel fees,Friday,14.0,BestOrder Inc.,Munich District Four,Student
244,36,06/02/2018 23:16,Approve order website,A,Munich District Five,11.0,0.0,Ingredients,Friday,13.0,Deliver Now Holding,Munich District Three,Teenager
245,37,06/02/2018 23:16,Call Customer,B,Munich District Five,2.0,1.0,Ingredients,Sunday,21.0,Deliver Now Holding,Munich District Five,Adult
246,37,06/02/2018 23:16,Call Customer,B,Munich District Five,16.0,1.0,Phone Bill,Saturday,12.0,Feedera SE,Munich District Two,Teenager
247,37,06/02/2018 23:16,Call Customer,B,Munich District Five,12.0,2.0,Ingredients,Friday,13.0,Orderly SE,Munich District Five,Teenager
248,37,06/02/2018 23:16,Call Customer,B,Munich District Five,15.0,3.0,Waiter,Friday,14.0,Feedera SE,Munich District Three,Student
249,37,06/02/2018 23:16,Call Customer,B,Munich District Five,9.0,5.0,Distribution channel fees,Friday,14.0,BestOrder Inc.,Munich District Four,Student
250,37,06/02/2018 23:16,Call Customer,B,Munich District Five,11.0,0.0,Ingredients,Friday,13.0,Deliver Now Holding,Munich District Three,Teenager
251,38,06/02/2018 23:16,Receive order website,A,Munich District Five,2.0,1.0,Ingredients,Sunday,21.0,Deliver Now Holding,Munich District Five,Adult
252,38,06/02/2018 23:16,Receive order website,A,Munich District Five,16.0,1.0,Phone Bill,Saturday,12.0,Feedera SE,Munich District Two,Teenager
253,38,06/02/2018 23:16,Receive order website,A,Munich District Five,12.0,2.0,Ingredients,Friday,13.0,Orderly SE,Munich District Five,Teenager
254,38,06/02/2018 23:16,Receive order website,A,Munich District Five,15.0,3.0,Waiter,Friday,14.0,Feedera SE,Munich District Three,Student
255,38,06/02/2018 23:16,Receive order website,A,Munich District Five,9.0,5.0,Distribution channel fees,Friday,14.0,BestOrder Inc.,Munich District Four,Student
256,38,06/02/2018 23:16,Receive order website,A,Munich District Five,11.0,0.0,Ingredients,Friday,13.0,Deliver Now Holding,Munich District Three,Teenager
257,39,06/02/2018 23:17,Start preparing pizza,A,Munich District Five,2.0,1.0,Ingredients,Sunday,21.0,Deliver Now Holding,Munich District Five,Adult
258,39,06/02/2018 23:17,Start preparing pizza,A,Munich District Five,16.0,1.0,Phone Bill,Saturday,12.0,Feedera SE,Munich District Two,Teenager
259,39,06/02/2018 23:17,Start preparing pizza,A,Munich District Five,12.0,2.0,Ingredients,Friday,13.0,Orderly SE,Munich District Five,Teenager
260,39,06/02/2018 23:17,Start preparing pizza,A,Munich District Five,15.0,3.0,Waiter,Friday,14.0,Feedera SE,Munich District Three,Student
261,39,06/02/2018 23:17,Start preparing pizza,A,Munich District Five,9.0,5.0,Distribution channel fees,Friday,14.0,BestOrder Inc.,Munich District Four,Student
262,39,06/02/2018 23:17,Start preparing pizza,A,Munich District Five,11.0,0.0,Ingredients,Friday,13.0,Deliver Now Holding,Munich District Three,Teenager
263,40,06/02/2018 23:24,Start baking pizza,A,Munich District Five,2.0,1.0,Ingredients,Sunday,21.0,Deliver Now Holding,Munich District Five,Adult
264,40,06/02/2018 23:24,Start baking pizza,A,Munich District Five,16.0,1.0,Phone Bill,Saturday,12.0,Feedera SE,Munich District Two,Teenager
265,40,06/02/2018 23:24,Start baking pizza,A,Munich District Five,12.0,2.0,Ingredients,Friday,13.0,Orderly SE,Munich District Five,Teenager
266,40,06/02/2018 23:24,Start baking pizza,A,Munich District Five,15.0,3.0,Waiter,Friday,14.0,Feedera SE,Munich District Three,Student
267,40,06/02/2018 23:24,Start baking pizza,A,Munich District Five,9.0,5.0,Distribution channel fees,Friday,14.0,BestOrder Inc.,Munich District Four,Student
268,40,06/02/2018 23:24,Start baking pizza,A,Munich District Five,11.0,0.0,Ingredients,Friday,13.0,Deliver Now Holding,Munich District Three,Teenager
269,41,06/02/2018 23:25,Baking pizza ready,B,Munich District Five,2.0,1.0,Ingredients,Sunday,21.0,Deliver Now Holding,Munich District Five,Adult
270,41,06/02/2018 23:25,Baking pizza ready,B,Munich District Five,16.0,1.0,Phone Bill,Saturday,12.0,Feedera SE,Munich District Two,Teenager
271,41,06/02/2018 23:25,Baking pizza ready,B,Munich District Five,12.0,2.0,Ingredients,Friday,13.0,Orderly SE,Munich District Five,Teenager
272,41,06/02/2018 23:25,Baking pizza ready,B,Munich District Five,15.0,3.0,Waiter,Friday,14.0,Feedera SE,Munich District Three,Student
273,41,06/02/2018 23:25,Baking pizza ready,B,Munich District Five,9.0,5.0,Distribution channel fees,Friday,14.0,BestOrder Inc.,Munich District Four,Student
274,41,06/02/2018 23:25,Baking pizza ready,B,Munich District Five,11.0,0.0,Ingredients,Friday,13.0,Deliver Now Holding,Munich District Three,Teenager
275,42,06/02/2018 23:26,Plan route,A,Munich District Five,2.0,1.0,Ingredients,Sunday,21.0,Deliver Now Holding,Munich District Five,Adult
276,42,06/02/2018 23:26,Plan route,A,Munich District Five,16.0,1.0,Phone Bill,Saturday,12.0,Feedera SE,Munich District Two,Teenager
277,42,06/02/2018 23:26,Plan route,A,Munich District Five,12.0,2.0,Ingredients,Friday,13.0,Orderly SE,Munich District Five,Teenager
278,42,06/02/2018 23:26,Plan route,A,Munich District Five,15.0,3.0,Waiter,Friday,14.0,Feedera SE,Munich District Three,Student
279,42,06/02/2018 23:26,Plan route,A,Munich District Five,9.0,5.0,Distribution channel fees,Friday,14.0,BestOrder Inc.,Munich District Four,Student
280,42,06/02/2018 23:26,Plan route,A,Munich District Five,11.0,0.0,Ingredients,Friday,13.0,Deliver Now Holding,Munich District Three,Teenager
281,43,06/02/2018 23:30,Departure pizza,B,Munich District Five,2.0,1.0,Ingredients,Sunday,21.0,Deliver Now Holding,Munich District Five,Adult
282,43,06/02/2018 23:30,Departure pizza,B,Munich District Five,16.0,1.0,Phone Bill,Saturday,12.0,Feedera SE,Munich District Two,Teenager
283,43,06/02/2018 23:30,Departure pizza,B,Munich District Five,12.0,2.0,Ingredients,Friday,13.0,Orderly SE,Munich District Five,Teenager
284,43,06/02/2018 23:30,Departure pizza,B,Munich District Five,15.0,3.0,Waiter,Friday,14.0,Feedera SE,Munich District Three,Student
285,43,06/02/2018 23:30,Departure pizza,B,Munich District Five,9.0,5.0,Distribution channel fees,Friday,14.0,BestOrder Inc.,Munich District Four,Student
286,43,06/02/2018 23:30,Departure pizza,B,Munich District Five,11.0,0.0,Ingredients,Friday,13.0,Deliver Now Holding,Munich District Three,Teenager
287,44,06/02/2018 23:34,Pizza arrives at customer,A,Munich District Five,2.0,1.0,Ingredients,Sunday,21.0,Deliver Now Holding,Munich District Five,Adult
288,44,06/02/2018 23:34,Pizza arrives at customer,A,Munich District Five,16.0,1.0,Phone Bill,Saturday,12.0,Feedera SE,Munich District Two,Teenager
289,44,06/02/2018 23:34,Pizza arrives at customer,A,Munich District Five,12.0,2.0,Ingredients,Friday,13.0,Orderly SE,Munich District Five,Teenager
290,44,06/02/2018 23:34,Pizza arrives at customer,A,Munich District Five,15.0,3.0,Waiter,Friday,14.0,Feedera SE,Munich District Three,Student
291,44,06/02/2018 23:34,Pizza arrives at customer,A,Munich District Five,9.0,5.0,Distribution channel fees,Friday,14.0,BestOrder Inc.,Munich District Four,Student
292,44,06/02/2018 23:34,Pizza arrives at customer,A,Munich District Five,11.0,0.0,Ingredients,Friday,13.0,Deliver Now Holding,Munich District Three,Teenager
293,45,07/02/2018 00:02,Payment customer,A,Munich District Five,2.0,1.0,Ingredients,Sunday,21.0,Deliver Now Holding,Munich District Five,Adult
294,45,07/02/2018 00:02,Payment customer,A,Munich District Five,16.0,1.0,Phone Bill,Saturday,12.0,Feedera SE,Munich District Two,Teenager
295,45,07/02/2018 00:02,Payment customer,A,Munich District Five,12.0,2.0,Ingredients,Friday,13.0,Orderly SE,Munich District Five,Teenager
296,45,07/02/2018 00:02,Payment customer,A,Munich District Five,15.0,3.0,Waiter,Friday,14.0,Feedera SE,Munich District Three,Student
297,45,07/02/2018 00:02,Payment customer,A,Munich District Five,9.0,5.0,Distribution channel fees,Friday,14.0,BestOrder Inc.,Munich District Four,Student
298,45,07/02/2018 00:02,Payment customer,A,Munich District Five,11.0,0.0,Ingredients,Friday,13.0,Deliver Now Holding,Munich District Three,Teenager
299,46,10/02/2018 16:14,Order at the counter (shop),A,Munich District One,2.0,1.0,Delivery Scooters ,Sunday,13.0,BestOrder Inc.,Munich District Three,Teenager
300,46,10/02/2018 16:14,Order at the counter (shop),A,Munich District One,29.0,4.0,Chef 2,Sunday,20.0,Deliveruu Inc.,Munich District Four,Student
301,46,10/02/2018 16:14,Order at the counter (shop),A,Munich District One,10.0,2.0,Phone Bill,Friday,19.0,Feedera SE,Munich District Two,Teenager
302,46,10/02/2018 16:14,Order at the counter (shop),A,Munich District One,2.0,1.0,Phone Bill,Sunday,18.0,Orderly SE,Munich District Two,Adult
303,46,10/02/2018 16:14,Order at the counter (shop),A,Munich District One,9.0,2.0,Chef 1,Monday,15.0,Feedera SE,Munich District Two,Student
304,47,10/02/2018 16:17,Start preparing pizza,A,Munich District One,2.0,1.0,Delivery Scooters ,Sunday,13.0,BestOrder Inc.,Munich District Three,Teenager
305,47,10/02/2018 16:17,Start preparing pizza,A,Munich District One,29.0,4.0,Chef 2,Sunday,20.0,Deliveruu Inc.,Munich District Four,Student
306,47,10/02/2018 16:17,Start preparing pizza,A,Munich District One,10.0,2.0,Phone Bill,Friday,19.0,Feedera SE,Munich District Two,Teenager
307,47,10/02/2018 16:17,Start preparing pizza,A,Munich District One,2.0,1.0,Phone Bill,Sunday,18.0,Orderly SE,Munich District Two,Adult
308,47,10/02/2018 16:17,Start preparing pizza,A,Munich District One,9.0,2.0,Chef 1,Monday,15.0,Feedera SE,Munich District Two,Student
309,48,10/02/2018 16:18,Start baking pizza,B,Munich District One,2.0,1.0,Delivery Scooters ,Sunday,13.0,BestOrder Inc.,Munich District Three,Teenager
310,48,10/02/2018 16:18,Start baking pizza,B,Munich District One,29.0,4.0,Chef 2,Sunday,20.0,Deliveruu Inc.,Munich District Four,Student
311,48,10/02/2018 16:18,Start baking pizza,B,Munich District One,10.0,2.0,Phone Bill,Friday,19.0,Feedera SE,Munich District Two,Teenager
312,48,10/02/2018 16:18,Start baking pizza,B,Munich District One,2.0,1.0,Phone Bill,Sunday,18.0,Orderly SE,Munich District Two,Adult
313,48,10/02/2018 16:18,Start baking pizza,B,Munich District One,9.0,2.0,Chef 1,Monday,15.0,Feedera SE,Munich District Two,Student
314,49,10/02/2018 16:27,Baking pizza ready,A,Munich District One,2.0,1.0,Delivery Scooters ,Sunday,13.0,BestOrder Inc.,Munich District Three,Teenager
315,49,10/02/2018 16:27,Baking pizza ready,A,Munich District One,29.0,4.0,Chef 2,Sunday,20.0,Deliveruu Inc.,Munich District Four,Student
