_CASE_KEY;Variant;Customer_ID;Revenue;Costs;Pizza Type;Pizza Size;Customer Satisfaction;Cost Factor;Weekday;Daytime;Distribution Channel;Customer Location;Customer Type
695;1;243;31;2;Salami;Small;4;Chef 2;Sunday;18;BestOrder Inc.;Munich District Five;Student
526;1;243;29;10;Funghi;Medium;3;Phone Bill;Saturday;18;BestOrder Inc.;Munich District One;Senior
504;1;253;49;33;Funghi;Large;1;Chef 2;Saturday;17;Deliveruu Inc.;Munich District Two;Adult
277;1;242;11;30;Funghi;Small;3;Phone Bill;Saturday;13;Deliveruu Inc.;Munich District Three;Student
1349;1;216;12;5;Salami;Medium;1;Chef 2;Friday;19;Feedera SE;Munich District One;Student
1113;1;172;21;2;Calzone;Small;1;Delivery Scooters ;Saturday;12;TownExpress Inc. ;Munich District One;Senior
1536;1;209;29;5;Salami;Medium;5;Phone Bill;Wednesday;18;TownExpress Inc. ;Munich District One;Student
978;1;113;12;7;Magherita;Small;0;Chef 2;Saturday;18;Deliver Now Holding;Munich District Three;Teenager
1926;1;300;6;5;Funghi;Small;2;Chef 2;Thursday;13;Deliver Now Holding;Munich District Three;Student
714;1;128;46;20;Salami;Large;4;Delivery Scooters ;Friday;12;Deliveruu Inc.;Munich District One;Teenager
30;1;163;11;5;Funghi;Small;1;Chef 2;Wednesday;18;Heropizza Lmtd.;Munich District Two;Student
1155;1;72;30;2;Speciale;Large;1;Ingredients;Friday;18;Feedera SE;Munich District One;Student
1851;1;47;35;25;Salami;Small;1;Delivery Scooters ;Tuesday;19;Deliveruu Inc.;Munich District One;Teenager
1385;1;97;6;38;Magherita;Small;3;Delivery Guy 1 ;Friday;13;Deliver Now Holding;Munich District One;Teenager
618;1;71;29;29;Magherita;Large;5;Waiter;Sunday;19;Feedera SE;Munich District Four;Student
966;1;131;6;12;Speciale;Large;1;Chef 2;Friday;11;BestOrder Inc.;Munich District Two;Teenager
1508;1;294;11;7;Salami;Medium;0;Phone Bill;Saturday;12;BestOrder Inc.;Munich District One;Student
425;1;296;11;2;Speciale;Small;3;Waiter;Sunday;18;Feedera SE;Munich District Two;Senior
1387;1;125;10;4;Paprika;Small;3;Chef 1;Friday;10;TownExpress Inc. ;Munich District One;Student
1221;1;165;51;16;Magherita;Medium;1;Waiter;Friday;12;BestOrder Inc.;Munich District One;Adult
961;1;60;51;2;Magherita;Large;5;Chef 2;Friday;12;Deliveruu Inc.;Munich District One;Teenager
1216;1;43;39;22;Salami;Large;5;Chef 1;Friday;18;Deliver Now Holding;Munich District Three;Student
237;1;286;29;50;Salami;Small;2;Chef 2;Sunday;13;Orderly SE;Munich District Five;Student
1820;1;227;10;3;Magherita;Medium;3;Delivery Guy 2;Tuesday;17;Feedera SE;Munich District Two;Student
240;1;153;10;10;Salami;Small;3;Phone Bill;Sunday;18;Feedera SE;Munich District Three;Student
846;1;143;21;28;Funghi;Large;4;Chef 1;Thursday;12;TownExpress Inc. ;Munich District Two;Student
1614;1;52;10;9;Calzone;Medium;1;Ingredients;Friday;19;Feedera SE;Munich District Four;Student
524;1;223;10;5;Calzone;Large;1;Chef 1;Wednesday;13;Deliver Now Holding;Munich District One;Adult
1793;1;108;21;23;Funghi;Small;1;Ingredients;Sunday;17;BestOrder Inc.;Munich District Three;Student
1228;1;78;37;2;Funghi;Large;2;Ingredients;Friday;13;Deliveruu Inc.;Munich District One;Teenager
233;1;39;11;29;Salami;Large;1;Chef 1;Saturday;14;Deliver Now Holding;Munich District Three;Student
1660;1;275;17;29;Salami;Small;0;Delivery Scooters ;Monday;15;BestOrder Inc.;Munich District One;Student
1149;1;31;8;5;Magherita;Medium;4;Waiter;Saturday;12;Deliver Now Holding;Munich District Five;Student
917;1;296;6;60;Salami;Large;3;Waiter;Friday;20;Deliveruu Inc.;Munich District One;Student
1007;1;265;11;9;Salami;Small;0;Waiter;Saturday;18;Feedera SE;Munich District One;Student
77;1;149;35;16;Magherita;Small;1;Delivery Scooters ;Wednesday;12;Feedera SE;Munich District Five;Adult
1775;1;161;54;2;Salami;Large;3;Chef 1;Thursday;19;Deliver Now Holding;Munich District One;Teenager
110;1;94;5;51;Magherita;Small;1;Ingredients;Saturday;16;Deliveruu Inc.;Munich District One;Student
1174;1;185;10;5;Speciale;Medium;3;Ingredients;Saturday;20;BestOrder Inc.;Munich District One;Student
1578;1;185;10;10;Funghi;Medium;3;Phone Bill;Saturday;18;BestOrder Inc.;Munich District Four;Adult
323;1;259;12;60;Speciale;Large;3;Waiter;Saturday;12;Deliver Now Holding;Munich District Four;Student
1800;1;15;8;8;Magherita;Large;5;Delivery Guy 2;Thursday;18;Deliver Now Holding;Munich District One;Student
758;1;287;11;7;Salami;Large;0;Ingredients;Wednesday;14;BestOrder Inc.;Munich District Two;Teenager
888;1;112;10;16;Magherita;Small;5;Chef 1;Sunday;13;BestOrder Inc.;Munich District One;Student
243;1;13;21;60;Funghi;Small;0;Chef 2;Saturday;18;BestOrder Inc.;Munich District Three;Adult
1843;1;113;37;10;Salami;Large;3;Phone Bill;Wednesday;20;Feedera SE;Munich District Two;Student
1639;1;45;24;11;Salami;Small;3;Chef 1;Sunday;18;Heropizza Lmtd.;Munich District Five;Student
477;1;66;38;3;Magherita;Small;0;Phone Bill;Saturday;12;TownExpress Inc. ;Munich District Three;Student
1177;1;296;38;28;Paprika;Medium;2;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District One;Adult
229;1;17;36;3;Speciale;Medium;1;Chef 1;Sunday;21;Feedera SE;Munich District Five;Student
1881;1;35;32;5;Salami;Small;1;Phone Bill;Saturday;12;Feedera SE;Munich District Five;Student
1184;1;263;8;11;Salami;Large;3;Chef 2;Sunday;14;Feedera SE;Munich District Two;Adult
1882;1;45;37;2;Calzone;Medium;5;Chef 2;Thursday;21;BestOrder Inc.;Munich District Two;Student
1509;1;300;25;10;Salami;Large;1;Ingredients;Sunday;18;Deliver Now Holding;Munich District One;Adult
513;1;291;8;16;Calzone;Large;3;Phone Bill;Saturday;18;Feedera SE;Munich District Three;Student
1420;1;285;36;13;Salami;Small;3;Chef 1;Friday;12;Deliver Now Holding;Munich District One;Teenager
1426;1;60;36;32;Magherita;Large;3;Chef 1;Saturday;18;Deliver Now Holding;Munich District Two;Student
1805;1;131;9;2;Calzone;Medium;2;Chef 2;Saturday;12;BestOrder Inc.;Munich District One;Student
1586;1;99;18;10;Salami;Small;0;Delivery Guy 2;Friday;20;Deliver Now Holding;Munich District Three;Adult
1251;1;56;16;12;Funghi;Medium;4;Chef 1;Friday;18;Feedera SE;Munich District One;Senior
1325;1;200;9;2;Paprika;Small;0;Delivery Scooters ;Sunday;14;Deliveruu Inc.;Munich District Three;Student
1043;1;104;11;28;Salami;Small;1;Waiter;Saturday;20;Deliveruu Inc.;Munich District One;Student
719;1;63;8;2;Funghi;Large;2;Chef 2;Friday;12;TownExpress Inc. ;Munich District Two;Senior
706;1;226;47;46;Paprika;Large;1;Delivery Scooters ;Sunday;19;BestOrder Inc.;Munich District Four;Senior
1579;1;188;46;13;Salami;Small;3;Ingredients;Wednesday;12;BestOrder Inc.;Munich District One;Adult
1219;1;193;43;56;Funghi;Large;5;Chef 2;Saturday;12;BestOrder Inc.;Munich District Four;Senior
679;1;237;5;2;Calzone;Medium;3;Chef 2;Sunday;13;Deliver Now Holding;Munich District One;Student
1884;1;123;9;7;Veggie;Large;3;Chef 2;Friday;14;Feedera SE;Munich District Three;Student
1338;1;275;29;35;Salami;Large;5;Chef 1;Saturday;21;Feedera SE;Munich District Five;Teenager
1993;1;85;9;10;Funghi;Medium;5;Delivery Scooters ;Sunday;21;Feedera SE;Munich District One;Student
1472;1;278;6;11;Salami;Medium;5;Phone Bill;Sunday;13;BestOrder Inc.;Munich District Three;Teenager
931;1;213;10;9;Salami;Large;1;Delivery Scooters ;Sunday;18;BestOrder Inc.;Munich District One;Student
568;1;155;10;7;Salami;Small;4;Chef 1;Sunday;12;Deliver Now Holding;Munich District Two;Teenager
681;1;15;10;30;Salami;Large;1;Phone Bill;Saturday;19;Deliver Now Holding;Munich District One;Adult
144;1;253;11;43;Magherita;Small;3;Phone Bill;Saturday;11;Deliver Now Holding;Munich District One;Teenager
1726;1;109;29;9;Speciale;Small;3;Chef 2;Friday;13;Heropizza Lmtd.;Munich District Three;Teenager
135;1;216;36;2;Salami;Small;1;Waiter;Wednesday;17;Deliver Now Holding;Munich District Three;Student
340;1;244;36;7;Magherita;Small;3;Delivery Guy 2;Sunday;14;Feedera SE;Munich District One;Teenager
814;1;118;29;2;Veggie;Medium;2;Waiter;Wednesday;12;Deliveruu Inc.;Munich District One;Adult
192;1;243;36;50;Magherita;Small;3;Delivery Scooters ;Friday;13;Deliveruu Inc.;Munich District Three;Teenager
281;1;167;31;9;Magherita;Small;3;Phone Bill;Saturday;18;Deliver Now Holding;Munich District One;Teenager
1353;1;233;29;5;Funghi;Large;3;Chef 2;Saturday;12;Deliver Now Holding;Munich District Five;Student
1254;1;63;47;5;Calzone;Medium;3;Delivery Guy 2;Saturday;12;BestOrder Inc.;Munich District Two;Adult
1317;1;107;60;11;Veggie;Large;3;Chef 2;Friday;17;Feedera SE;Munich District One;Student
1755;1;239;15;5;Salami;Large;4;Waiter;Friday;18;Deliver Now Holding;Munich District Four;Teenager
1175;1;120;49;56;Magherita;Large;4;Chef 1;Sunday;11;Deliver Now Holding;Munich District Five;Student
2;1;78;11;7;Magherita;Large;4;Chef 1;Friday;12;BestOrder Inc.;Munich District One;Student
1554;1;297;8;7;Salami;Small;3;Ingredients;Friday;14;Feedera SE;Munich District Three;Adult
305;1;251;44;28;Magherita;Medium;5;Chef 2;Saturday;14;Feedera SE;Munich District One;Student
1683;1;219;11;4;Salami;Small;1;Chef 1;Sunday;21;Feedera SE;Munich District One;Adult
1664;1;35;8;32;Speciale;Small;1;Ingredients;Tuesday;18;Feedera SE;Munich District Three;Student
1401;1;97;36;11;Speciale;Medium;1;Ingredients;Saturday;12;Feedera SE;Munich District One;Senior
733;1;15;18;33;Calzone;Small;3;Chef 1;Sunday;19;Feedera SE;Munich District Two;Student
1896;1;55;44;7;Salami;Small;3;Chef 1;Saturday;13;BestOrder Inc.;Munich District One;Student
1371;1;282;36;7;Calzone;Small;2;Distribution channel fees;Sunday;16;Deliver Now Holding;Munich District Three;Student
836;1;70;21;10;Salami;Large;1;Chef 2;Saturday;17;Deliveruu Inc.;Munich District Three;Student
1705;1;44;18;2;Magherita;Small;3;Waiter;Sunday;18;Feedera SE;Munich District Two;Student
975;1;51;9;29;Paprika;Small;5;Chef 2;Friday;18;Feedera SE;Munich District Five;Senior
394;1;199;32;3;Paprika;Medium;5;Delivery Scooters ;Sunday;13;BestOrder Inc.;Munich District One;Senior
1944;1;224;11;5;Magherita;Small;1;Chef 1;Thursday;13;Deliver Now Holding;Munich District One;Adult
1079;1;2;6;3;Calzone;Small;3;Delivery Guy 2;Thursday;15;Deliver Now Holding;Munich District Three;Student
1543;1;287;46;38;Funghi;Large;5;Ingredients;Sunday;20;Feedera SE;Munich District Five;Student
1875;1;2;36;43;Paprika;Medium;4;Ingredients;Sunday;18;TownExpress Inc. ;Munich District One;Student
1906;1;5;21;16;Speciale;Large;1;Phone Bill;Saturday;12;Feedera SE;Munich District Two;Teenager
423;1;19;29;10;Calzone;Small;1;Chef 1;Saturday;13;Feedera SE;Munich District Five;Adult
189;1;197;36;2;Salami;Large;3;Phone Bill;Saturday;21;BestOrder Inc.;Munich District One;Teenager
857;1;164;37;2;Magherita;Large;0;Chef 2;Saturday;19;Deliver Now Holding;Munich District One;Student
99;1;195;5;9;Magherita;Large;4;Chef 2;Friday;13;TownExpress Inc. ;Munich District Three;Adult
1389;1;148;11;30;Veggie;Small;3;Ingredients;Friday;14;Feedera SE;Munich District One;Student
1503;1;208;4;22;Speciale;Small;4;Delivery Scooters ;Friday;16;Deliveruu Inc.;Munich District One;Student
829;1;214;9;3;Calzone;Small;1;Chef 2;Saturday;18;TownExpress Inc. ;Munich District One;Adult
1962;1;261;36;46;Salami;Medium;1;Delivery Guy 2;Tuesday;18;Orderly SE;Munich District One;Adult
1427;1;205;21;46;Funghi;Small;3;Ingredients;Sunday;19;BestOrder Inc.;Munich District Five;Student
981;1;228;21;29;Calzone;Large;5;Chef 1;Saturday;12;BestOrder Inc.;Munich District One;Teenager
644;1;251;20;2;Paprika;Large;1;Phone Bill;Sunday;13;BestOrder Inc.;Munich District Two;Teenager
154;1;14;20;3;Funghi;Large;0;Chef 2;Saturday;13;Deliver Now Holding;Munich District One;Adult
937;1;137;23;7;Calzone;Medium;3;Chef 1;Friday;16;Deliver Now Holding;Munich District One;Teenager
73;1;287;36;11;Funghi;Small;2;Delivery Guy 2;Saturday;19;Feedera SE;Munich District Two;Teenager
1122;1;108;6;43;Salami;Small;3;Chef 2;Saturday;12;Deliver Now Holding;Munich District One;Student
1473;1;283;36;8;Funghi;Small;1;Phone Bill;Sunday;13;TownExpress Inc. ;Munich District One;Teenager
1102;1;262;9;4;Speciale;Large;3;Chef 2;Saturday;18;Feedera SE;Munich District Five;Student
1464;1;121;22;10;Funghi;Large;3;Waiter;Sunday;13;BestOrder Inc.;Munich District One;Teenager
1678;1;126;55;13;Salami;Small;1;Chef 2;Sunday;19;Deliver Now Holding;Munich District Five;Adult
1709;1;173;29;10;Paprika;Large;5;Chef 2;Saturday;15;BestOrder Inc.;Munich District Four;Student
1244;1;283;36;10;Funghi;Large;5;Ingredients;Sunday;21;BestOrder Inc.;Munich District Four;Student
578;1;300;47;10;Funghi;Large;3;Delivery Guy 2;Friday;14;Feedera SE;Munich District Two;Adult
318;1;156;36;5;Calzone;Large;5;Chef 1;Friday;17;BestOrder Inc.;Munich District One;Student
1292;1;134;17;7;Salami;Large;5;Delivery Scooters ;Saturday;12;Feedera SE;Munich District Three;Student
1031;1;177;6;13;Funghi;Small;0;Delivery Guy 2;Sunday;18;Feedera SE;Munich District One;Student
216;1;169;17;17;Speciale;Small;2;Ingredients;Sunday;18;Feedera SE;Munich District One;Student
998;1;276;54;4;Funghi;Small;3;Delivery Guy 2;Saturday;12;Deliveruu Inc.;Munich District One;Student
1591;1;233;36;3;Paprika;Medium;1;Waiter;Friday;13;Deliver Now Holding;Munich District One;Teenager
87;1;144;10;2;Salami;Large;5;Ingredients;Saturday;18;Deliver Now Holding;Munich District Three;Student
1967;1;183;9;8;Speciale;Small;4;Ingredients;Sunday;19;Deliver Now Holding;Munich District Three;Student
527;1;223;36;51;Salami;Large;1;Phone Bill;Saturday;13;BestOrder Inc.;Munich District Five;Senior
781;1;26;11;2;Funghi;Medium;1;Waiter;Sunday;17;Deliveruu Inc.;Munich District One;Student
1968;1;255;29;2;Funghi;Large;5;Phone Bill;Saturday;11;Deliver Now Holding;Munich District Five;Student
742;1;4;35;13;Salami;Small;5;Waiter;Sunday;12;BestOrder Inc.;Munich District Three;Student
327;1;298;29;38;Paprika;Small;1;Chef 1;Saturday;12;Deliver Now Holding;Munich District One;Student
1965;1;56;9;7;Magherita;Large;3;Chef 2;Saturday;18;BestOrder Inc.;Munich District Two;Teenager
1367;1;110;36;47;Salami;Large;2;Chef 2;Saturday;12;Feedera SE;Munich District Four;Student
1937;1;102;29;44;Magherita;Small;3;Chef 1;Saturday;14;Orderly SE;Munich District One;Teenager
770;1;88;10;7;Funghi;Small;0;Chef 1;Friday;11;Deliver Now Holding;Munich District One;Adult
1490;1;122;36;2;Salami;Medium;5;Phone Bill;Friday;18;Feedera SE;Munich District Three;Student
1864;1;60;5;10;Magherita;Small;1;Delivery Scooters ;Friday;12;Deliver Now Holding;Munich District One;Teenager
1215;1;72;13;7;Calzone;Small;3;Phone Bill;Sunday;20;Deliveruu Inc.;Munich District Four;Student
46;1;271;16;5;Paprika;Large;3;Chef 2;Monday;18;Deliver Now Holding;Munich District One;Adult
928;1;74;10;1;Magherita;Small;0;Phone Bill;Friday;18;Orderly SE;Munich District Two;Student
1087;1;272;28;8;Speciale;Medium;1;Ingredients;Friday;13;Orderly SE;Munich District One;Teenager
424;1;76;33;16;Paprika;Small;1;Chef 2;Thursday;17;BestOrder Inc.;Munich District One;Student
1698;1;110;12;3;Veggie;Large;1;Delivery Guy 2;Wednesday;18;Feedera SE;Munich District One;Student
368;1;71;8;13;Speciale;Medium;3;Delivery Scooters ;Saturday;12;Feedera SE;Munich District Two;Student
1118;1;13;60;50;Salami;Small;1;Phone Bill;Sunday;12;TownExpress Inc. ;Munich District Three;Student
61;1;168;21;1;Funghi;Small;0;Delivery Guy 1 ;Saturday;19;Feedera SE;Munich District One;Student
622;1;98;11;56;Paprika;Medium;0;Chef 2;Sunday;12;Feedera SE;Munich District Five;Student
275;1;272;8;9;Salami;Medium;1;Chef 1;Saturday;17;Orderly SE;Munich District One;Teenager
347;1;72;60;3;Speciale;Small;0;Phone Bill;Sunday;19;Deliveruu Inc.;Munich District One;Student
1321;1;34;10;47;Speciale;Large;1;Chef 2;Friday;16;Feedera SE;Munich District One;Student
579;1;61;50;60;Magherita;Large;1;Chef 2;Saturday;18;BestOrder Inc.;Munich District Two;Adult
1902;1;80;21;56;Speciale;Medium;0;Phone Bill;Friday;18;TownExpress Inc. ;Munich District Two;Student
435;1;297;23;7;Magherita;Small;3;Chef 1;Friday;10;Feedera SE;Munich District One;Adult
1196;1;175;37;7;Funghi;Large;4;Chef 2;Wednesday;19;BestOrder Inc.;Munich District Three;Student
856;1;47;11;9;Speciale;Medium;5;Ingredients;Sunday;14;Deliver Now Holding;Munich District One;Adult
456;1;262;34;9;Funghi;Large;1;Delivery Scooters ;Saturday;13;Feedera SE;Munich District One;Teenager
1722;1;161;54;5;Speciale;Large;1;Delivery Guy 2;Wednesday;18;Feedera SE;Munich District One;Student
387;1;86;5;2;Speciale;Small;0;Chef 2;Monday;19;Deliver Now Holding;Munich District One;Student
210;1;142;8;50;Funghi;Medium;3;Delivery Guy 2;Sunday;18;Heropizza Lmtd.;Munich District Four;Adult
474;1;87;28;44;Salami;Small;0;Distribution channel fees;Friday;15;Deliveruu Inc.;Munich District One;Student
1484;1;261;9;7;Funghi;Small;3;Waiter;Saturday;12;Feedera SE;Munich District Four;Teenager
241;1;92;11;10;Funghi;Small;3;Ingredients;Saturday;18;BestOrder Inc.;Munich District One;Teenager
266;1;39;5;39;Paprika;Medium;5;Phone Bill;Sunday;11;Feedera SE;Munich District One;Teenager
1829;1;105;44;20;Magherita;Large;1;Ingredients;Friday;18;BestOrder Inc.;Munich District Two;Student
446;1;9;12;12;Funghi;Medium;2;Waiter;Thursday;19;Orderly SE;Munich District One;Student
1084;1;169;5;7;Salami;Large;1;Chef 1;Sunday;16;BestOrder Inc.;Munich District Four;Student
1986;1;55;29;5;Salami;Small;1;Chef 1;Saturday;17;TownExpress Inc. ;Munich District One;Student
132;1;218;18;9;Speciale;Small;5;Waiter;Sunday;13;Feedera SE;Munich District Three;Student
156;1;284;31;7;Salami;Large;1;Ingredients;Friday;20;Feedera SE;Munich District Four;Teenager
1033;1;297;5;8;Funghi;Large;1;Chef 1;Sunday;19;Deliver Now Holding;Munich District One;Teenager
1202;1;139;21;9;Funghi;Small;5;Delivery Scooters ;Sunday;17;Deliver Now Holding;Munich District Two;Student
91;1;89;8;25;Salami;Small;5;Phone Bill;Saturday;19;Deliver Now Holding;Munich District Five;Teenager
84;1;27;21;2;Funghi;Large;5;Chef 2;Tuesday;21;Deliver Now Holding;Munich District Five;Student
1751;1;264;9;8;Speciale;Large;3;Chef 2;Thursday;12;Feedera SE;Munich District One;Teenager
16;1;218;20;10;Salami;Medium;3;Chef 1;Saturday;14;BestOrder Inc.;Munich District One;Student
1580;1;281;8;7;Calzone;Medium;3;Chef 1;Tuesday;12;BestOrder Inc.;Munich District One;Teenager
1601;1;12;21;5;Salami;Small;0;Delivery Guy 1 ;Sunday;19;Feedera SE;Munich District Three;Adult
862;1;108;11;2;Salami;Medium;5;Delivery Scooters ;Sunday;21;BestOrder Inc.;Munich District One;Teenager
380;1;56;28;11;Magherita;Small;0;Delivery Scooters ;Sunday;14;Deliveruu Inc.;Munich District Four;Student
1313;1;297;36;28;Calzone;Small;1;Waiter;Sunday;13;Feedera SE;Munich District Three;Student
583;1;255;10;7;Paprika;Small;4;Ingredients;Friday;12;Heropizza Lmtd.;Munich District Two;Student
1208;1;282;9;29;Speciale;Large;4;Waiter;Sunday;19;BestOrder Inc.;Munich District Four;Student
448;1;253;6;9;Veggie;Small;0;Phone Bill;Thursday;11;Deliver Now Holding;Munich District Four;Student
1435;1;291;9;11;Veggie;Medium;3;Phone Bill;Tuesday;19;BestOrder Inc.;Munich District One;Student
230;1;295;47;8;Salami;Small;4;Phone Bill;Saturday;14;Deliver Now Holding;Munich District One;Student
501;1;206;21;3;Salami;Small;3;Chef 2;Wednesday;18;BestOrder Inc.;Munich District One;Student
1439;1;240;29;1;Funghi;Medium;3;Delivery Scooters ;Thursday;19;TownExpress Inc. ;Munich District Three;Student
1257;1;224;6;8;Funghi;Medium;3;Delivery Guy 2;Sunday;19;Deliver Now Holding;Munich District One;Teenager
607;1;298;6;7;Salami;Small;5;Phone Bill;Saturday;14;BestOrder Inc.;Munich District One;Student
1365;1;2;23;16;Magherita;Large;3;Waiter;Sunday;19;Orderly SE;Munich District One;Student
1854;1;225;11;51;Funghi;Large;3;Delivery Scooters ;Saturday;13;BestOrder Inc.;Munich District One;Teenager
352;1;25;36;5;Speciale;Large;3;Waiter;Friday;18;Feedera SE;Munich District One;Student
575;1;54;29;17;Paprika;Large;1;Chef 2;Saturday;19;Deliver Now Holding;Munich District Four;Student
593;1;273;36;33;Salami;Small;0;Ingredients;Sunday;18;Feedera SE;Munich District One;Adult
1960;1;216;12;49;Salami;Large;5;Chef 2;Friday;19;Deliver Now Holding;Munich District One;Teenager
1890;1;282;36;28;Magherita;Large;5;Chef 2;Friday;12;BestOrder Inc.;Munich District One;Student
251;1;131;23;37;Funghi;Large;0;Waiter;Sunday;14;Feedera SE;Munich District One;Teenager
1885;1;211;24;2;Salami;Small;3;Delivery Guy 1 ;Sunday;13;BestOrder Inc.;Munich District Five;Adult
576;1;79;29;5;Salami;Large;3;Ingredients;Friday;19;Feedera SE;Munich District Four;Adult
962;1;176;10;2;Magherita;Small;1;Ingredients;Friday;13;Feedera SE;Munich District Two;Student
